,image_id,meme_text,target_group,attack_type,intervention
424,2226.jpg,Her instagram bio : Wanderlust Traveller Also she every 5km on a road trip she gets a new car.,gender,mocking,Making fun of someone's Instagram bio based on their gender is unfair and hurtful. We should strive to respect and appreciate the diverse interests and passions of others.
425,2830.jpg,Bc ye to ganja karde toh bhi chalega hai.,others,mocking,Mocking someone for their occupation or livelihood is unfair and disrespectful. We should strive to appreciate and support individuals in their choices and choices.
426,1305.jpg,He's probably thinking about other girls Ye Binod Kaun Hai..? WHO is BINOD?,gender,mocking,Mocking someone based on their gender perpetuates harmful stereotypes and undermines gender equality. We should strive to create a society that values and respects the diversity of individuals.
427,2912.jpg,Are bhai kon ho tum?Sir hum 'PELE' hai Are pele to hum tumse jyada Hai tum apna naam batao,,,
428,1772.jpg,MAA WOH DEKHO AIRTEL WALI BANDI JIO KA SIM PHENK KE MAAR SAALI KO,,,
429,4119.jpg,"Me on social media ""Ask Me a Question""Me during Viva",others,mocking,"Mocking someone on social media and asking them a question is unfair and hurtful. Let's encourage a culture of kindness and respect, where we embrace the diversity of our interactions."
430,1152.png,when bhabhi promised she won't colour you then surprise you from behind she does colour you,gender,mocking,"Mocking someone based on their gender perpetuates harmful stereotypes and undermines equality. We should strive to create a society that values and respects all individuals, regardless of their gender."
431,3426.jpg,"IPL FACT Virat Kohli is a Punjabi,he is from Delhi &he plays for Banglore and Punjab,Delhi,Bangalore have never won an IPL trophy",nationality,mocking,"Mocking someone based on their nationality perpetuates stereotypes and undermines the diversity of individuals. We should celebrate the talents and achievements of all individuals, regardless of their nationality."
432,4624.jpg,every action has equal and opposite reaction,others,mocking,"Mocking others based on their actions perpetuates harmful stereotypes and undermines empathy. It is important to approach others with empathy and understanding, promoting understanding and respect."
433,2130.jpg,"Meanwhile,security force of US Capitol during violence in DC",organization,mocking,Mocking security forces of a country during violence in the Capitol undermines their efforts and undermines the importance of public safety. It is important to respect the efforts of security forces and promote peaceful resolutions to conflicts.
434,3712.jpg,"InGenious @Bees_Kut Raanjhana is an amazing movie.It passes on an important message that when you get an option to choose between Sonam Kapoor and Swara Bhasker,you must choose death.Just Indian Things",individual,mocking,"Mocking someone's choice of romantic partners based on their ethnicity is unfair and hurtful. We should strive to embrace diversity and respect individual choices, regardless of ethnicity."
435,4458.jpg,madam ye lo aapki devai bhaiya cheeni bhi do madam medical store pe cheeni nahi milti davai par likha h *SUGAR FREE*cheeni to tere baap bhi dega hai..,others,mocking,"Mocking someone based on their appearance or actions is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or actions."
436,4820.jpg,sagar sagarcasm me:i want to open a new account SBI employee:what's your name?me:harshad mallya SBI employee:,individual,mocking,"Mocking someone's name and using derogatory language is unfair and hurtful. It is important to treat others with respect and kindness, regardless of their names or appearances."
437,1756.jpg,"WHEN WAS THE LAST TIME YOU SAW AN ASS SO PERFECT, YOU HADE TO MAKE A NOTE OF IT TOPPHYSIQUES.COM",others,mocking,"Mocking someone for their appearance or lack of knowledge is unfair and hurtful. We should strive to treat others with kindness and respect, embracing diversity in our interactions."
438,1090.png,he might be retarded but he comes with a bottle opener,,,
439,5757.jpg,When you are solving mq's and took B four times in a row and next answer still look like B.,others,mocking,Mocking someone's academic performance based on their answers is unfair and hurtful. It is important to appreciate and support each other's academic achievements.
440,2310.jpg,school teachers * explaining everything in a difficult way* * random indian teacher on youtube*,nationality,mocking,Mocking individuals based on their nationality perpetuates harmful stereotypes and undermines their worth. We should strive to create a society that values and respects individuals from all backgrounds.
441,2938.jpg,"""PAK FANS WATCHING TODAY'S INDIA VS PAKISTAN CHAMPIONS TROPHY FINAL IN TV BE LIKE IF WE WATCHED PAKISTAN CHAMPIONS TROPHY BE LIKE IF WE WATCHED PAKISTAN CHAMPIONS TROPHY",nationality,mocking,Mocking and belittling a nation based on their performance in sports is unfair and disrespectful. We should celebrate the diversity and talent of different countries and treat them with respect.
442,5455.jpg,lockdown mein wine shop khul sakti hai tto 2nd october ko kyu nahi??-Mahatma Gandhi,individual,mocking,Mocking someone based on their personal choices or beliefs is unfair and hurtful. We should strive to create a society that values individual autonomy and promotes acceptance.
443,5983.jpg,Imagine Her As Your Roommate,gender,mocking,Mocking someone based on their gender and comparing them to a roommate is unfair and hurtful. We should strive to create a society that values and respects individuals regardless of their gender.
444,4242.jpg,Aunty thoda tel milega boyfriend aaya hai?Tel to nahi hai vaseline le jao!Pakode talne hai aunty,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their uniqueness."
445,342.png,"you say i'm racist because i don't want illegals here? i have some news for you. ""illegal"" isn't a race, morons",others,inciting_violence,"Using derogatory language to incite violence towards a specific group is unfair and harmful. We should strive to promote understanding and respect, avoiding harmful language and promoting peace."
446,3710.jpg,"Vikas Singh Chaudhary @Vikascasm 2020 is healing,Shahid Afridi back in form Just Pakistani Things",nationality,mocking,Mocking someone based on their nationality perpetuates harmful stereotypes and undermines the value of diversity. We should strive to embrace and respect the diverse cultures and traditions of the world.
447,2754.jpg,Baby khujli hori h*khujla do jraa*Hnn bss yhii pe*Hnn thoda rifht bss yhii*,others,mocking,"Mocking others for their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
448,5008.jpg,minister of health belgium she eats all the unhealthy food of her country huge respect for her,nationality,mocking,Mocking someone based on their nationality perpetuates harmful stereotypes and undermines their worth. We should strive to embrace diversity and respect individuals for their unique qualities and backgrounds.
449,252.png,removes polish with chemicals nobody bats an eye removes polish with chemicals everyrody loses his shit,others,mocking,"Mocking someone for removing their own personal hygiene products with chemicals is unfair and disrespectful. It's important to treat others with kindness and empathy, allowing them to express themselves freely."
450,842.png,"when my autistic son finds out we're having chicken for dinner and he starts crying and screaming ""I'm hungry""",disability,mocking,Mocking someone with a disability and asking them to stop crying over hunger is unfair and hurtful. We should strive to create a society that values and supports individuals with disabilities.
451,1782.jpg,Zindagi mei boht galtiyan kari hai par kabhi aisa chutiyapa nai kara .. Translate from Hindi aliabhatt katrinakaif kendalljenner sunnyleone priyankachopra tappsee anushkashettyofficial taylorsswift emrata,individual,mocking,Mocking someone's personal life and belittling their choices is unfair and hurtful. We should strive to support and understand others' decisions and personal choices.
452,4891.jpg,people living in peace and harmony BJP: Aap muskura kyun rahe hain? SCOOPWHOOP.com,organization,mocking,Mocking an organization based on their political affiliation undermines the importance of peaceful coexistence. It is important to respect the diverse opinions and values of individuals and organizations.
453,3612.jpg,"Bill gates started Microsoft with his Best friend,Mark Zuckerberg started Facebook with his friends,What are you doing with your friends?",individual,mocking,Mocking someone's actions based on their social circle is unfair and disrespectful. We should focus on understanding and appreciating the unique contributions of individuals.
454,5859.jpg,Haq.se.stud @_haq_se_stud *When tik-toker guy join meme community and see memes on them. *Le He She- Bas yahi aukaat hai humare!,others,mocking,"Mocking someone based on their appearance or actions is unfair and hurtful. We should strive to treat others with kindness and respect, embracing diversity and inclusivity."
455,2616.jpg,virat No users found..Virat.kohli 196 Following rohi rohitsharma45 Rohit Sharma Follow Meanwhile Virat* saala jalta hain mujhse kya?,individual,mocking,Mocking someone based on their achievements or personal life is unfair and hurtful. We should strive to celebrate individuality and support each other's growth and success.
456,2597.jpg,Nepotism in Bollywood be like: Director Chutiya Hau Tumhara Ladka *Bollywood Celebrity Chutiya hai ye Important Nahi Hai Hamara Ladka Hai Ye Important Hai Tumhara Ladka Hai* ,organization,mocking,"Mocking an organization based on nepotism is unfair and disrespectful. We should strive to promote fairness and respect for all organizations, regardless of their background."
457,4216.jpg,7 samunder paar mai tere piche piche aa gyi!! Bhaago Bc...,others,mocking,"Mocking others based on their actions or reactions is unfair and hurtful. We should strive to treat others with kindness and empathy, embracing their uniqueness."
458,5168.jpg,"#21daylockdown *21 din wine shop band,cigarette shop band only essential commodity ki shops open rahegi* nashedi friend:",organization,mocking,"Mocking an organization based on their business practices undermines the importance of fair and unbiased reporting. It is important to approach reporting with fairness and respect, avoiding unfair and untruthful assumptions."
459,5314.jpg,"gaurav bhatt(stan)B_RABBIT_31 According to Priyanka Chopra,15 nov morning will be look like this if we don't burst crackers on Diwali",individual,mocking,"Making fun of someone's personal habits or preferences is unfair and hurtful. We should strive to treat others with respect and empathy, focusing on their character and actions."
460,850.png,"*indians with siri, alexa, google assistant in free time*",nationality,mocking,Mocking individuals based on their nationality perpetuates harmful stereotypes and undermines their individuality. We should strive to embrace diversity and respect individuals from all backgrounds.
461,374.png,"did you know princess diana had dandruff?'' ''oh yes, yes, they found her head and shoulders on the dashboard''",others,mocking,"Mocking someone's personal experiences and making fun of their personal experiences is unfair and disrespectful. It is important to treat others with kindness and empathy, avoiding judgment and making fun of their experiences."
462,5146.jpg,ANI Yahan parle-g khana pad raha hai kali chai mein dubo karne se koi bhi nahi hai,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their unique qualities."
463,4252.jpg,Don't sleep in front of a Memer,individual,mocking,Mocking someone for sleeping in front of a meme is unfair and hurtful. We should strive to create a society that values kindness and respect for all individuals.
464,722.png,what did you say? i didn't quite catch that but i'm gonna guess you're gonna get it now,others,mocking,Mocking someone based on their language or accent is unfair and hurtful. We should strive to treat others with respect and embrace their unique qualities.
