,img_id,meme_text,response
489,36.png,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their ethnicity or religion is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
490,3304.jpg,Suryakumar Yadav after scoring 50 in his 1st international innings CRICKET KI DIWANIBsdk I*nd pr rkhte hain hum international pressure,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their cricket performance is unfair and disrespectful. We should strive to create a culture of respect and fairness for all individuals.
491,92.png,"it might look fucked up, but her handjobs are fucking unbelievable",target_group: genderattack_type: Mockingintervention: Mocking someone's handjobs is unfair and disrespectful. We should strive to create a society that values and respects women's body shapes.
492,2080.jpg,bahar nikal Bsdk BC ye tha kaun jo gaali deke bhaag gya?Pakka kohli hoga,target_group: individualattack_type: Mockingintervention: Mocking someone's achievements and comparing them to their own is unfair and disrespectful. We should strive to create a society that values and celebrates the contributions of all individuals.
493,1179.jpg,I want to leave this world after seeing this,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
494,5923.jpg,ritesh bahuguria @riteshismm Papa: tum mujhe apna papa nhi dost samho M: yar teri bandi ko itni problem kya mere phone use karne sai Papa: Bsdk itna friendly hone nahi bola tha,target_group: individualattack_type: Mockingintervention: Mocking someone's relationship based on their phone use is unfair and disrespectful. We should strive to create a society that values friendship and respect.
495,4078.jpg,reaction of nick jonas when he got to know that he married a woman who blows sparkling candle,target_group: genderattack_type: Mockingintervention: Mocking someone's marriage is disrespectful and disrespectful. We should strive to create a society that values and respects all individuals.
496,5578.jpg,"Tom Holland : ""Dad, act normal. Emma Watson is coming.""","target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity."
497,312.png,"""never forget"" - you said. i am the proof you have forgotten",target_group: otherattack_type: Mockingintervention: Mocking someone's memory is unfair and disrespectful. We should strive to remember their memory and cherish their contributions.
498,2516.jpg,like father like son. carbon copy hai na! hum toh baalti me peetey hai,"target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
499,3620.jpg,When she sends me nudes instead of memes Me:-Ye kya behooda harkat hai?,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is disrespectful and hurtful. We should strive to create a society that values equality and respects all genders.
500,2932.jpg,Drives on right side of the road Drives on left side of the road You guys have been driving on road?,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and driving on the wrong side of the road is disrespectful and disrespectful. We should strive to treat everyone with respect and kindness, regardless of their gender."
501,1228.png,what is the difference between an illegal immigrant and e.t.? e.t. learned to speak english and wanted to go home!,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their ethnicity or nationality is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
502,916.png,isn't it interesting that isis has run out money now that obama is no longer in office..,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their political affiliation is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
503,3467.jpg,Pedro chapa is with Drucila Deshreet and Braden EI Pintor Rodriguez.R.I.P Cesar Avila missing my best friend he's  not dead his girl don't let him hang out with us R.I.P CEASER,"target_group: individualattack_type: Mockingintervention: Mocking someone's name and ignoring their feelings is unfair and disrespectful. Let's strive to create a society that values and respects individuals, regardless of their gender."
504,5678.jpg,"PLz stop making fun of my bro, He is great too","target_group: individualattack_type: Mockingintervention: Mocking someone's character based on their appearance is unfair and hurtful. We should strive to treat others with respect and kindness, promoting a culture of kindness and respect."
505,2212.jpg,For Boy Friend For Best Friend,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity."
506,4688.jpg,girls when they don't get to kiss the teacher kid boys after calling him randi ka baccha,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and ignoring their feelings is unfair and hurtful. We should strive to create a society that values and respects all genders.
507,1018.png,muslim in congress 2019 defund homeland security! muslims in 2001,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their religion is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
508,362.png,how you gotta treat girls with smart mouths,"target_group: genderattack_type: Mockingintervention: Mocking women with smart mouths is unfair and disrespectful. We should strive to treat women with respect and kindness, promoting a culture of kindness and respect."
509,1934.jpg,"seeing boobs for the first time:seeing boobs for the 5,687 th time: Men will be men",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
510,958.png,when you walk past the special ed classroom and see them gangbanging the teaher (jazz music stops),target_group: individualattack_type: Mockingintervention: Mocking someone's special needs is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
511,855.jpg,who da f*ck said money can't buy happiness,target_group: individualattack_type: Mockingintervention: Mocking someone's happiness based on their financial status is unfair and disrespectful. We should strive to create a society that values fairness and equality for all individuals.
512,2102.jpg,Nothing much Just a picture of ABD carrying #RCB,"target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
513,2236.jpg,nibbas be having bathroom like this and still say ' yah babes came back from a hot shower,target_group: genderattack_type: Mockingintervention: Mocking someone's bathroom is disrespectful and disrespectful. We should strive to create a culture that values and respects the dignity of all individuals.
514,399.jpg,me watching sandeep maheshwari's videos after mast*bation,"target_group: individualattack_type: Mockingintervention: Mocking someone's videos based on their mast*bation is unfair and disrespectful. We should strive to create a culture that values and respects individuals, regardless of their gender."
515,2854.jpg,Kitna Paarivarik Mahaul Hai...,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
516,4338.jpg,amitabh ji right now:,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
517,3362.jpg,in next dance video iske saath karungi had a face,"target_group: individualattack_type: Mockingintervention: Mocking someone's face based on their dance video is unfair and disrespectful. We should strive to create a culture that values and respects individuals, regardless of their gender."
518,2710.jpg,Nathu jesi koi Shooterich nehi hai Mahatma Gandhi(#Fuckboynation),target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their gender is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
519,3878.jpg,*Asking for night out*Maa:Papa se puch le Papa;Maa se puch le Me to friends Unhone lagbhag mnaa kar diya,target_group: otherattack_type: Mockingintervention: Mocking someone's choice of night out is unfair and disrespectful. We should strive to create a society that values friendship and respects the choices of others.
520,1978.jpg,"bhabhi lover's be like ""yahan mein pigal gaya""",target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
521,3012.jpg,Chachi 420 Chachi 840,"target_group: individualattack_type: Mockingintervention: Mocking someone's abilities and abilities is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their abilities."
522,4142.jpg,he looks like my father but he is my neighbour,target_group: genderattack_type: Mockingintervention: Mocking someone's appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
523,4572.jpg,other countries to china puri duniya ki maach*d di bhench*D tune,target_group: individualattack_type: Mockingintervention: Mocking someone's nationality based on their nationality is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
524,4846.jpg,exami get cancel coz of corona virus toppers me who not have buyed books yet,target_group: individualattack_type: Mockingintervention: Mocking someone's exam results based on their exam results is unfair and disrespectful. We should strive to create a society that values fairness and respects the importance of individual achievement.
525,379.jpg,This is me in future Xavier Okay. what are you selling behind?,"target_group: individualattack_type: Mockingintervention: Mocking someone's future based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
526,5534.jpg,"""Dad, why my sister name is Rose?"" ""Because your mother loves Roses."" ""Thanks , dad."" ""No problem , Synder cut""",target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their parents' love is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
527,1874.jpg,When parents are at home when no one is at home,target_group: individualattack_type: Mockingintervention: Mocking someone's parents when they are not at home is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
528,5799.jpg,"The vogue teen @Kiskinazarlagi Show this to your mom Kishan Jhunjhunwala @Jhunjhunastic Mummy bol rahi isko bolo khaana khaane, thuddi ki haddiya dikh rahi","target_group: individualattack_type: Mockingintervention: Mocking someone's mother's sex is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
529,198.png,my little brother Me,"target_group: individualattack_type: Mockingintervention: Mocking someone's name and identifying them as a person is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
530,2394.jpg,Fuck it! Doggy style practice,target_group: individualattack_type: Mockingintervention: Mocking someone's behavior is disrespectful and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
531,296.png,that look when you find out your husband isn't coming home from the mosque,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and ignoring their needs is hurtful and disrespectful. We should strive to create a society that values equality and respects all genders.
532,2798.jpg,Are Behanch*d ye dairy milk kahan kahan apni factory khola hai bey..!,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal choices and promoting their dairy products is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their individual choices."
533,936.png,"we'ree just here to blow you stupid british people e up, letting us in your country",target_group: otherattack_type: Mockingintervention: Mocking someone's nationality is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
534,2580.jpg,When a lawyer talks in English in District Court. People:America ka Dalal BahinChod,target_group: individualattack_type: Mockingintervention: Mocking someone's language skills in court is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
535,3288.jpg,parents- bahu sanskari chahiye beta- wife hot chahiye le bahu-,target_group: otherattack_type: Mockingintervention: Mocking someone's parents based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
536,3566.jpg,True story SCIENCE COMMERCE,target_group: individualattack_type: Mockingintervention: Mocking someone's career or profession is unfair and disrespectful. We should strive to create a society that values and respects individuals.
537,4047.jpg,2 out of 2 wins for RCB IPL viewers:tu RCB hi hai na,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their performance in the IPL is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their skill or skill."
538,870.png,do i make you horny baby.... do i??????,target_group: individualattack_type: Mockingintervention: Mocking someone based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
539,5018.jpg,when you're enjoying the party and sasur ji walks into the room,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life and promoting their beliefs is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
540,5581.jpg,sarcasmic Boi BoiSarcasmic Crush-mera ek kaam hai..kar doge? Me on my inner head-(Tujh jaisi meenakumari ke liye toh mai seene pe goli khaunga seene pe dhanno),"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and hurtful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
541,4698.jpg,midnight video call with girl bestie,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and promoting stereotypes perpetuates harmful stereotypes. We should strive to create a society that values equality and respects all genders.
542,774.png,Madhuri Dixit Madhuri shikshit Madhuri fixit Madhuri switch hit,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their ethnicity is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
543,369.jpg,Corona my career Me watching selfies,target_group: individualattack_type: Mockingintervention: Mocking someone's career is unfair and disrespectful. We should strive to create a society that values and respects individuals.
544,85.jpg,"माता जी गिजुआ बनवाने में साथ देने के लिए मेरी तारीफ करती हुई!
मैं जो गुजिया बनवाते हुए चुपचाप बादाम किशमिश मावे पर हाथ साफ कर रहा था!",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects individuals.
545,635.jpg,extroverts after a month of lockdown tu to hasna bhool gaya mere bachhe,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their experience is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
546,5136.jpg,"à¤…à¤—à¤° à¤µà¥˜à¥_x008d_à¤¤ à¤ªà¤° à¤¶à¤¾à¤¦à¥€ à¤¨à¤¾ à¤•à¥€ à¤œà¤¾à¤¯à¥‡ à¤¤à¥‹ à¤…à¤ªà¥_x008d_à¤¸à¤°à¤¾ à¤­à¥€ à¤¤à¤¾à¥œà¤•à¤¾ à¤¬à¤¨ à¤œà¤¾à¤¤à¥€ à¤¹à¥ˆ | à¤…à¤—à¤° à¤¯à¤¹ à¤«à¥‹à¤Ÿà¥‹ à¤ à¥€à¤• à¤¸à¤®à¤¯ à¤ªà¤° à¤•à¤¿à¤¸à¥€ à¤²à¥œà¤•à¥‡ à¤µà¤¾à¤²à¥‡ à¤•à¥‡ à¤˜à¤° à¤ªà¤¹à¥_x0081_à¤_x0081_à¤šà¤¤à¥€ à¤¤à¥‹ à¤†à¤œ à¤¸à¤¿à¤°à¥_x008d_à¤« à¤_x008f_à¤• à¤˜à¤° à¤¹à¥€ à¤¬à¤°à¥_x008d_à¤¬à¤¾à¤¦ à¤¹à¥‹à¤¤à¤¾, à¤ªà¥‚à¤°à¤¾ à¤¬à¤‚à¤—à¤¾à¤² à¤¨à¤¹à¥€à¤‚ ......!!!",target_group: individualattack_type: Mockingintervention: Mocking someone's personal identity and promoting a harmful stereotype is unfair and disrespectful. We should strive to create a society that values and respects individuals' individuality.
547,3357.jpg,"heavy driver factspert In the e1970s,North Korea ordered 1,000 volvo 144s from sweden.To this day,the cars have not been paid for.Factspert in the 1970s,sweden began to see north korea as a lucrative market.swedish companies",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their nationality is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
548,3084.jpg,when a girl announces herself single on Facebook,target_group: genderattack_type: Mockingintervention: Mocking someone's gender on social media is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
549,3356.jpg,sonu bhai always helping the needy,target_group: individualattack_type: Mockingintervention: Mocking someone's efforts to help the needy is unfair and disrespectful. We should strive to create a society that values and supports individuals and organizations.
550,11.jpg,ADDING MEDIEVAL WEAPONS TO DOGS PLAYING ON BEACH NEEDS TO BECOME A THING,target_group: individualattack_type: Mockingintervention: Mocking someone's medical needs and promoting a medical approach to dogs is unfair and disrespectful. We should strive to create a society that values and respects the needs of all animals.
551,3120.jpg,Me:Yeh PUBG wale aajkal ludo kyon khel rahe hai?My Friend:Aurat ka chakkar babu bhaiya aurat ka chakkar,target_group: individualattack_type: Mockingintervention: Mocking someone's game of PUBG is unfair and disrespectful. We should strive to create a society that values fairness and respects all players.
552,496.png,this shit is why i bake people,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
553,4415.jpg,dafaq is wrong with robbert's dog,target_group: individualattack_type: Mockingintervention: Mocking someone's dog's condition is unfair and disrespectful. We should strive to create a society that values and respects each individual's uniqueness.
554,3580.jpg,signs that you are Ravi Shastri you always think of sex you are always high assisnhero you have a loyal best friend you love parties,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all individuals.
555,4646.jpg,girls:say hi and i will post something about you. *Memers: ae madam ye kya chodd failayela hai idhar,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat everyone with kindness and respect, promoting a culture of inclusivity."
556,72.png,me: *invest in a stock* The stock :,target_group: otherattack_type: Mockingintervention: Mocking someone's stock choices is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
557,3270.jpg,"( year 2007) sakshi : sir can i see your i'd card? dhoni pandit ko bula le, main shaadi karega","target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their personal information is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
558,284.png,"i don't always have sweaty balls but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina",target_group: genderattack_type: Mockingintervention: Mocking someone's body shape and smelling their vagina is unfair and disrespectful. We should strive to create a society that values and respects the individuality of all individuals.
559,1977.jpg,imagine her as your math's teacher Talha Malik BC jab imagine hi krna hai to bivi na kren,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
560,2946.jpg,Agar mohobbat mai humse koi galti ho jaye Toh Tum bhi rajnath singh jaise kadi ninda karke kaam chala dena,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
561,5285.jpg,binod binod binod binod binod binod mera beta hai,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
562,420.png,that's black people for ya what did you expect,target_group: raceattack_type: Mockingintervention: Mocking someone's race based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all races.
563,2895.jpg,Isko to brazzers pe dekha hai mene,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal choices and promoting violence is unfair and hurtful. We should strive to create a society that values and respects individuals, regardless of their personal choices."
564,4202.jpg,"The indian cobra can kill 97%of its preys with one bite Indian cobra DAD 97% Why can't you kill 100%?Never satisfied,Indian parents",target_group: individualattack_type: Mockingintervention: Mocking someone's ability to kill based on their target's target is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique abilities.
565,2649.jpg,Youtube Vs Tiktok,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their online activity is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their online activity."
566,3418.jpg,Still I can't concentrate at Malavika's face DESI ADULT TROLLS,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
567,5774.jpg,"Me: Turn off the Autocorrect mode in keyboard and try to write ""entrepreneurship"" Keyboard: Ye fass gaya JUST INDIAN THINGS ",target_group: individualattack_type: Mockingintervention: Mocking someone's autocorrect mode is unfair and hurtful. We should strive to create a society that values and respects individuals.
568,2682.jpg,"""Baapu dede thoda cash!!""teri maa ka pakoda..","target_group: individualattack_type: Mockingintervention: Mocking someone's personal life based on their financial status is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their financial status."
569,2534.jpg,"Filmfare; are you excited to watch #VijayDeverakonda & #AnanyaPandey together on the big screen? adibrao Virushka who? I present you,AnaKonda",target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
570,5651.jpg,Tera Chale Jana Bhi Zaroori Tha Warna Hame Toh Pata Hi Nahi Chalta Duniya Mein Aur Bhi Mast Mast Maal Hai,target_group: individualattack_type: Mockingintervention: Mocking someone's physical appearance based on their physical appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
571,394.png,"honor killings are part of our culture well then, it will be my honor to kill you all",target_group: individualattack_type: Mockingintervention: Mocking someone's honor and committing a crime is disrespectful and disrespectful. We should strive to create a society that values and respects the dignity and worth of all individuals.
572,273.jpg,introverts preping up to make a phone call,target_group: individualattack_type: Mockingintervention: Mocking someone's introversion and avoiding them is unfair and hurtful. We should strive to create a society that values respect and empathy for all individuals.
573,3126.jpg,Shubman Gill Ibw b James Anderson Sara Tendulkar:,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
574,4917.jpg,AAP BJP Cong SCOOPWHOOP.com,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their political affiliation is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
575,950.png,i'm so old i remember telling people to eat my ass as an insult not a snack offer,"target_group: genderattack_type: Mockingintervention: Mocking someone's age and claiming that they eat their ass as an insult is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
576,3834.jpg,Shame on Pakistan for making these beautiful girls cry,target_group: individualattack_type: Mockingintervention: Mocking someone's beauty and making them cry is unfair and hurtful. Let's strive to create a society that values beauty and respects all individuals.
577,1276.png,"when you take your dishwasher to the restaurant, but it starts talking",target_group: organizationattack_type: Mockingintervention: Mocking someone's dishwasher is unfair and disrespectful. We should strive to create a culture that values fairness and respects the integrity of all appliances.
578,3616.jpg,Priyanka:Yahan dream destination m dholakpur nhi likhna.,target_group: individualattack_type: Mockingintervention: Mocking someone's dream destination is unfair and disrespectful. We should strive to create a society that values and respects individuals.
579,1578.png,when you start to choke but your uncle knows the heimlich maneuver,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to perform a heimlich maneuver is unfair and disrespectful. We should strive to create a society that values empathy and respects the abilities of all individuals.
580,1347.jpg,Prem Yadav Bsdk humlogo ko raat bhara jaga k khd morning walk kr raha hai,target_group: individualattack_type: Mockingintervention: Mocking someone's morning routine is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
581,3924.jpg,"When you see ""à¤•à¤®à¤² à¤•à¤¾ à¤¬à¤Ÿà¤¨ à¤¦à¤¬à¤¾ à¤•à¤° à¤­à¤¾à¤œà¤ªà¤¾ à¤•à¥‹ à¤µà¤¿à¤œà¤¯à¥€ à¤¬à¤¨à¤¾à¤¯à¥‡ "" banner in ypur own rally! ...#ayegatohmodihi",target_group: organizationattack_type: Mockingintervention: Mocking someone's organization based on their political affiliation is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
582,0.jpg,Girls be named naina and then have eyes that don't work,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and claiming that they have no eyes is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of empathy and understanding."
583,4980.jpg,tell me soemthing i don't know subham dey replying to hoorrulainn sentence kea pehla letter capital mein hota hai didi,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to use capital letters is unfair and disrespectful. We should strive to create a society that values and respects individuals.
584,217.jpg,homeless girl in Europe looks like my dream girl,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat all individuals with respect and kindness, regardless of their gender."
585,1409.jpg,Kisi Bhi Ladki Ka Wo Wala Mood Banana Chahte Ho Toh Iss Pic Pe 2-3 Baar Tap Karo Aap Uss Page Pe Pahuch Jaaoge,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
586,2364.jpg,"trump supporters ""farmers"" storming capitol bill",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their political affiliation is unfair and disrespectful. We should strive to promote a society that values equality and respects all individuals.
587,3410.jpg,What a Beautiful painting DESI ADULT TROLLS Saloo painting bi dekh lo Jara,target_group: individualattack_type: Mockingintervention: Mocking someone's artwork is disrespectful and disrespectful. We should strive to create a society that values and respects the uniqueness of each individual.
588,3287.jpg,"stop scrolling and come with us,join vanar sena we need another monkey","target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
589,4468.jpg,"so,it's your First Night?No, actually it's first time In night",target_group: individualattack_type: Mockingintervention: Mocking someone's first night is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
590,270.png,they still think i'm not a muslim they still think i'm a chick,target_group: religionattack_type: Mockingintervention: Mocking someone's religion is unfair and disrespectful. We should strive to promote understanding and respect for all religions.
591,2230.jpg,"no entrance fee for woman taking UPSC, SSC exams ek kele ki wijah se itna jhamela karte ho yaar!!","target_group: genderattack_type: Mockingintervention: Mocking women for taking UPSC, SSC exams is unfair and disrespectful. We should strive to create a society that values equality and respects women."
592,4186.jpg,"When you're suffering from Piles,But your girlfriend wants to sleep with you!","target_group: genderattack_type: Mockingintervention: Mocking someone's physical condition is unfair and hurtful. We should strive to treat others with kindness and respect, promoting empathy and understanding."
593,899.jpg,Today 6:52 PM baby pta h Aaj Kya Hoa Double tap to like kya hoa? Golgappe wale ne mujhe Ek golgappa extra dia Send,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
594,1086.png,the face she makes when she dumps a load,target_group: individualattack_type: Mockingintervention: Mocking someone's face when they dump a load is disrespectful and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
595,4084.jpg,last option left to open the suez canal,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
596,128.png,"stalin: if you invade us, you break our agreement hitler: quicksaving...",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
597,4136.jpg,When the entire squad gets injured and still nobody is talking about you.,"target_group: individualattack_type: Mockingintervention: Mocking someone's injury and ignoring their injuries is unfair and disrespectful. We should strive to treat everyone with respect and empathy, recognizing that injuries are a normal part of life."
598,5724.jpg,Frustated Employees with muted mics in meetings to higher authorities: Chup kar be kutte JUST INDIAN THINGS @NagpurRedDevil,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their personal circumstances is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
599,1846.jpg,She's more consistent than the entire batting unit of Pakistan,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their cricket performance is unfair and disrespectful. We should strive to promote fairness and respect for all individuals.
600,3232.jpg,"Sabji to kati nahi jati,tera kya katungi kabhi to propose kar,rakhi nhi bandhungi","target_group: individualattack_type: Mockingintervention: Mocking someone's choices and ignoring their choices is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their gender."
601,3095.jpg,*Starplus husband holds wife's hand*Wife on the next day:,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
602,5750.jpg,After seeing 20 missed calls * TUMNE CALL KIYA THA..?? NAHI 20 BAAR GALTI SE LAG GAYA THA..!!,target_group: individualattack_type: Mockingintervention: Mocking someone's lack of phone calls is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
603,5770.jpg,Woman can slay one day and look homeless the next day are the best!,target_group: genderattack_type: Mockingintervention: Mocking women for their appearance is unfair and disrespectful. We should strive to create a society that values equality and respects women.
604,16.png,im long and strong and down to get the goat hump on,target_group: individualattack_type: Mockingintervention: Mocking someone's physical abilities based on their physical appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique qualities.
605,4618.jpg,"nikal michael vaughan,pehli fursat mein nikal... Michael vaughan michae...told ya. India are going to get hammered in the test series..#AUSvsIND #4-0",target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their nationality is unfair and disrespectful. We should strive to promote a culture of respect and fairness for all individuals.
606,1754.jpg,MAY THE LIGHT OF LAMPS HARAMKHOR! SEEDHE HAPPY DIWALI BOLA KAR.,"target_group: individualattack_type: Mockingintervention: Mocking someone's name and wishing them good luck is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
607,3358.jpg,no one will forget to flush now,"target_group: individualattack_type: Mockingintervention: Mocking someone's flushing habits is unfair and disrespectful. We should strive to create a society that values and respects individuals, not imposing their habits."
608,1269.jpg,Sushant singh rajput's this T-shirt had more IQ than whole of the starkids combined.,"target_group: individualattack_type: Mockingintervention: Mocking someone's intelligence is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their intelligence."
609,1545.jpg,Akshay kumar has faced every WWE wrestler Undertaker Big daddy V Batista The great khali,target_group: individualattack_type: Mockingintervention: Mocking someone's talent and attempting to be a victim of their actions is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
